,Q1A,Q2A,Q3A,Q4A,Q5A,Q6A,Q7A,Q8A,Q9A,Q10A,Q11A,Q12A,Q13A,Q14A,Q15A,Q16A,Q17A,Q18A,Q19A,Q20A,Q21A,Q22A,Q23A,Q24A,Q25A,Q26A,Q27A,Q28A,Q29A,Q30A,Q31A,Q32A,Q33A,Q34A,Q35A,Q36A,Q37A,Q38A,Q39A,Q40A,Q41A,Q42A,Q43A,Q44A,Q45A,Q46A,Q47A,Q48A,Q49A,Q50A,Q51A,Q52A,Q53A,Q54A,Q55A,Q56A,T1A,T2A,T3A,T4A,T5A,T6A,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize,drug1,drug2,drug3,drug4,drug5,drug6,drug7,drug8,drug9
1521,1,2,2,3,3,2,2,2,3,3,2,3,2,2,2,4,2,4,4,2,2,4,3,3,3,3,2,3,4,3,4,3,4,1,3,3,3,3,4,1,2,2,4,4,3,4,2,3,4,4,4,4,3,4,2,4,2,1,2,1,1,2,5,5,7,5,3,3,5,3,6,3,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,4,2,2,1,30,1,1,2,6,1,2,2,2,0,0,0,0,0,2,0,0
1522,2,2,3,2,2,4,3,3,3,3,2,3,3,3,3,3,2,3,2,2,2,4,3,3,2,3,2,4,3,1,3,3,4,2,3,2,1,3,2,2,3,2,3,3,2,3,2,2,4,4,2,4,4,3,4,4,1,2,2,2,2,2,3,1,6,5,6,2,7,1,3,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,4,2,2,1,36,1,2,1,6,1,2,0,2,2,0,0,0,0,2,3,0
1523,3,3,3,4,3,3,4,3,2,3,2,3,2,3,2,2,2,2,3,2,1,2,2,3,3,3,3,3,2,2,3,2,3,3,2,2,2,2,2,3,3,3,4,3,2,3,4,4,3,3,3,2,3,3,3,3,1,1,2,2,2,2,5,2,5,5,7,5,4,3,5,3,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,2,2,1,37,1,1,1,6,2,1,3,2,0,0,0,0,0,2,0,0
1524,3,3,2,4,3,4,4,3,3,3,2,4,3,4,3,2,1,2,2,2,1,2,3,2,2,1,2,4,1,3,3,3,4,2,3,3,2,1,2,3,3,3,4,4,2,3,3,3,4,3,3,3,4,2,4,3,1,1,2,2,2,1,2,5,5,6,7,1,7,6,6,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,4,1,2,1,55,1,3,1,6,1,2,4,3,2,1,3,3,0,2,4,0
1525,3,2,3,2,3,3,2,2,2,4,3,3,2,3,3,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,2,4,4,2,2,3,4,4,4,2,4,3,2,2,4,2,1,2,2,2,2,6,3,7,4,7,5,6,1,6,2,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,3,2,2,2,31,1,9,1,6,1,1,4,2,0,0,2,0,0,1,1,0
1526,3,3,2,4,4,1,3,3,2,3,2,3,2,4,2,2,3,2,3,4,3,3,3,3,3,4,3,4,3,2,2,4,2,3,3,3,1,3,4,3,3,3,3,3,4,4,2,4,4,4,2,4,2,4,3,3,1,2,2,1,2,2,1,1,7,2,4,7,5,1,6,5,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,3,2,1,1,23,2,4,1,6,1,1,2,0,0,0,0,0,0,0,0,0
1527,2,2,3,3,3,2,3,2,3,3,2,3,4,4,3,4,2,3,3,3,2,4,4,3,2,3,2,4,3,4,3,4,3,3,4,4,4,2,4,4,4,4,3,4,2,3,3,4,2,2,4,3,3,3,3,3,2,1,2,1,2,1,7,6,6,3,5,4,6,2,3,3,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,3,1,2,1,27,1,1,1,6,2,1,2,2,0,0,3,0,0,3,2,0
1528,3,2,3,3,4,1,4,2,2,4,4,2,2,3,3,3,2,3,3,2,1,2,3,4,3,4,1,2,2,3,3,2,4,3,2,3,3,2,2,3,3,2,4,4,3,3,2,3,3,4,3,3,3,3,3,3,1,2,2,1,2,1,2,4,6,3,7,5,5,1,5,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,20,2,1,3,6,1,1,3,0,0,0,0,0,0,0,0,0
1529,2,3,4,3,3,2,4,4,3,3,1,3,2,2,3,3,3,4,3,2,1,2,4,4,2,4,2,4,3,4,4,3,4,2,4,3,4,2,4,2,3,3,3,3,2,3,2,1,4,4,3,3,2,4,2,3,1,2,2,1,1,1,4,5,6,5,7,5,5,2,6,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,1,1,1,26,1,1,3,6,1,1,2,2,0,0,0,0,0,0,0,0
1530,4,2,3,3,4,2,4,3,4,3,2,2,2,3,2,2,2,4,2,2,2,2,2,3,2,4,2,2,3,3,2,3,4,3,2,3,3,4,2,2,2,2,3,4,2,2,3,2,1,3,2,2,2,3,2,2,1,1,2,1,2,1,6,2,6,1,6,2,3,5,7,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,2,1,41,1,1,1,6,2,3,2,1,0,0,0,0,0,2,2,0
1531,3,2,2,4,2,3,3,2,2,3,2,3,2,3,2,4,2,2,3,2,1,4,3,3,3,3,3,2,1,4,2,4,3,3,3,3,4,3,2,3,3,3,3,4,3,2,2,2,2,3,2,3,2,3,3,3,1,2,1,2,2,1,6,6,3,2,7,6,5,2,3,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,2,1,19,1,4,1,6,2,1,4,2,0,0,0,3,2,2,1,0
1532,3,3,2,2,4,2,2,2,3,3,2,1,3,4,1,1,1,1,1,4,1,3,2,1,1,2,1,3,2,2,1,4,3,4,2,4,1,3,2,2,3,2,4,4,2,1,4,2,4,2,3,1,3,2,4,4,2,1,2,2,1,1,3,5,5,1,6,5,4,3,7,2,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,3,3,3,1,22,1,12,1,3,1,1,2,2,1,2,3,2,3,2,0,0
1533,3,3,1,4,2,4,4,3,4,4,3,4,4,3,2,3,1,1,3,2,1,3,3,3,2,2,4,2,1,1,1,1,2,2,2,3,2,2,2,3,3,2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,1,1,2,2,2,2,7,5,6,7,7,6,7,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,3,1,3,1,28,1,12,2,6,2,1,3,1,4,0,0,2,3,3,4,0
1534,4,4,4,4,2,4,4,4,3,4,4,4,3,2,3,3,1,2,2,1,2,1,2,3,2,3,1,4,1,4,1,3,4,3,3,4,4,1,1,1,3,2,3,4,2,4,4,2,4,3,4,4,4,3,4,4,1,1,2,2,2,2,6,7,2,7,6,4,7,5,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,3,1,2,1,27,1,12,2,6,1,1,2,3,2,0,2,0,0,3,1,0
1535,2,2,4,4,3,3,3,2,2,3,1,4,2,3,3,3,3,3,3,2,3,2,3,3,3,2,3,3,1,4,3,3,4,2,3,2,3,2,3,3,3,2,3,4,3,4,2,4,4,4,4,4,4,4,3,4,2,1,2,2,2,2,2,5,3,5,6,7,7,2,6,2,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,2,2,2,1,34,1,1,1,6,2,1,4,3,2,2,4,3,3,4,1,0
1536,3,3,2,4,3,2,4,3,3,3,4,3,2,4,3,3,3,2,3,3,3,2,3,3,3,2,2,4,2,3,4,3,2,3,4,2,4,2,3,4,4,3,4,4,2,3,2,4,3,4,3,4,4,4,4,4,1,1,2,1,2,2,5,6,5,2,7,6,7,5,6,2,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,4,3,2,1,28,1,1,1,6,1,1,1,3,0,0,0,0,0,3,3,0
1537,4,4,4,3,2,3,4,3,2,4,3,4,2,4,2,1,2,1,2,3,1,2,4,3,3,2,2,1,3,4,2,3,3,2,4,4,3,2,2,2,2,3,3,2,2,4,3,3,4,2,4,1,4,4,3,3,1,2,2,2,1,1,1,3,2,2,6,6,5,5,7,2,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,3,3,2,1,28,1,1,1,6,2,1,3,3,0,0,3,0,0,3,3,0
1538,2,2,3,4,2,4,3,3,2,4,2,4,2,2,3,4,3,3,3,2,3,4,4,4,3,2,2,4,3,4,3,4,4,4,3,2,3,2,2,4,3,4,3,4,2,4,2,4,4,3,4,4,4,2,4,3,2,2,2,1,2,2,1,3,7,5,6,7,5,1,5,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,2,1,20,1,2,1,6,2,1,2,0,0,0,0,0,0,0,0,0
1539,1,2,2,4,2,3,2,2,3,3,2,3,2,2,3,4,2,3,2,1,2,3,3,3,3,2,2,3,3,3,4,3,4,3,3,3,3,2,2,2,2,3,3,4,2,2,2,3,3,2,3,3,3,3,2,3,2,2,2,1,2,1,1,6,7,7,5,6,2,1,2,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,1,2,1,37,1,6,5,6,1,2,3,0,0,3,0,0,0,1,0,0
1540,2,2,2,2,2,4,4,2,2,2,1,3,2,2,3,3,2,4,3,3,1,2,2,3,2,4,1,3,4,4,3,4,4,4,4,2,4,1,3,4,4,3,4,4,4,3,2,1,4,2,3,2,3,4,2,2,2,2,1,1,1,1,2,7,6,7,5,4,3,2,4,7,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,25,1,2,1,6,1,1,2,2,0,0,0,0,0,0,2,0
1541,2,2,3,3,3,2,3,2,2,2,4,2,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,2,3,2,3,3,3,2,3,3,2,2,3,3,4,2,2,1,3,2,2,4,3,2,2,2,3,3,4,1,1,1,1,1,1,6,2,6,1,5,3,5,1,6,6,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,4,2,2,1,37,1,4,1,6,2,2,3,1,0,0,0,0,0,2,2,0
1542,2,3,3,4,2,4,3,3,2,4,3,3,3,4,3,4,3,3,3,3,3,3,4,3,2,4,3,2,3,2,3,2,3,2,4,2,2,1,2,1,2,1,4,4,4,4,2,4,2,4,4,4,4,4,3,4,1,1,2,2,2,2,6,1,6,7,6,2,7,2,3,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,3,2,2,1,43,1,3,1,6,1,2,2,0,0,0,0,0,0,3,0,0
1543,4,4,4,4,3,4,4,3,3,4,4,4,3,4,2,1,2,1,2,1,1,3,2,3,2,4,2,4,1,2,4,2,4,1,2,1,4,2,1,2,3,3,4,4,4,2,4,4,4,4,2,4,4,4,4,4,1,1,2,2,2,2,4,4,2,6,6,4,6,7,1,3,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,3,3,2,1,23,1,4,1,6,2,1,2,3,2,0,3,4,0,4,3,0
1544,3,3,3,2,3,2,3,3,3,3,3,3,2,3,2,2,1,1,1,1,1,1,2,3,1,2,1,1,1,3,3,3,3,2,2,1,3,2,1,2,2,1,4,3,3,3,3,4,3,4,3,3,3,3,3,4,1,2,2,2,2,2,3,3,3,6,5,5,7,7,5,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,4,2,2,1,36,1,1,5,6,1,2,2,3,3,2,2,3,0,2,1,0
1545,2,2,2,3,3,2,2,2,3,3,2,2,2,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3,1,3,3,4,3,4,3,3,3,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,1,1,1,1,7,1,7,1,5,5,6,1,7,5,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,3,2,1,68,1,7,1,6,1,2,4,0,0,0,0,0,0,0,0,0
1546,2,3,3,2,3,2,4,2,2,4,3,3,2,3,3,3,2,3,3,2,2,2,3,2,3,4,2,3,2,3,3,4,4,4,2,4,3,4,2,4,4,3,3,3,2,2,3,3,3,2,3,2,2,2,2,2,1,2,1,1,1,1,2,6,7,4,6,1,2,6,6,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,39,1,2,1,6,2,3,3,2,0,2,2,2,2,2,1,0
1547,3,3,3,4,4,2,4,3,4,3,3,3,4,3,3,3,2,3,3,1,2,3,3,4,2,3,2,2,3,3,3,3,3,3,3,4,3,3,3,2,3,2,4,4,3,3,2,4,4,4,3,4,3,3,4,4,1,1,2,1,2,2,6,5,5,5,6,5,6,2,5,5,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,3,2,2,1,32,1,1,2,6,1,3,3,0,0,2,0,0,0,1,3,4
1548,1,2,2,3,3,4,2,2,4,2,2,3,3,2,3,3,3,4,2,3,4,3,3,4,2,3,2,3,2,1,2,3,3,3,2,2,1,2,3,3,4,2,2,4,2,4,2,4,4,3,3,4,4,4,2,4,2,2,2,1,2,2,6,3,4,5,3,5,6,2,5,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,4,3,2,1,23,1,7,1,5,2,1,2,0,0,0,0,0,0,1,3,0
1549,3,4,4,4,4,2,4,2,3,3,2,2,4,4,3,3,2,3,3,2,2,3,2,3,3,4,3,3,2,3,2,3,3,2,2,3,4,2,3,2,3,2,3,2,2,3,3,2,4,2,4,2,4,3,2,2,1,1,1,2,2,1,6,6,5,3,6,2,3,2,5,4,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,2,1,26,1,4,1,6,1,2,1,2,0,0,2,0,0,3,1,0
1550,3,3,3,3,2,3,3,3,2,3,2,3,2,3,3,3,2,3,3,2,3,3,3,4,3,3,3,2,3,2,2,3,2,2,3,3,2,3,2,3,3,2,3,4,3,4,2,4,4,4,4,3,3,3,2,3,1,1,2,1,2,2,2,2,5,5,6,6,6,2,4,3,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,3,1,2,1,26,1,1,1,7,1,2,2,0,0,0,0,0,0,2,2,0
1551,3,2,3,4,3,4,3,3,1,3,3,3,1,4,2,4,3,3,3,3,1,3,3,3,3,4,2,3,2,3,3,4,4,3,3,3,4,3,3,3,4,3,4,4,2,3,3,3,4,4,3,4,3,3,3,4,1,2,2,1,1,2,3,7,6,5,5,7,7,3,6,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,3,1,3,1,25,1,12,3,1,2,1,3,0,0,0,0,0,0,0,0,0
1552,3,2,3,4,3,4,4,3,3,4,1,4,3,4,3,2,2,3,2,2,2,3,3,2,2,2,3,2,2,4,4,3,4,3,3,3,4,4,2,3,3,2,4,4,2,3,2,3,4,4,4,4,4,4,4,4,1,2,2,2,2,1,6,5,7,5,7,3,4,3,5,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,3,1,1,26,1,3,1,6,2,1,4,3,2,0,0,0,4,3,0,0
1553,2,1,4,3,3,2,3,3,3,3,4,3,2,3,3,1,1,2,1,1,2,1,3,1,1,2,3,3,1,1,2,1,3,1,3,1,3,1,1,2,1,1,4,4,4,4,2,4,4,4,3,4,4,4,2,4,2,2,2,1,2,2,3,1,2,6,6,7,7,7,5,2,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,4,1,2,1,43,1,12,1,6,1,3,2,4,0,0,0,0,0,3,4,0
1554,2,2,2,2,2,2,3,2,4,2,3,3,2,2,4,3,3,4,3,3,3,4,3,3,3,3,3,4,3,1,4,4,4,4,4,3,3,4,3,3,3,4,3,4,2,2,2,4,3,4,1,3,2,3,3,4,2,1,2,1,1,2,5,1,7,6,6,2,7,1,7,2,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,3,2,2,1,24,1,6,1,6,2,1,3,3,0,0,0,0,0,0,2,0
1555,2,1,3,3,3,2,4,3,4,4,3,4,2,3,2,4,2,2,2,3,1,3,3,4,1,2,1,3,3,3,3,4,3,4,3,3,3,1,3,3,4,3,3,3,2,3,3,2,2,3,4,2,3,3,2,3,1,2,2,1,1,1,6,7,5,3,7,6,5,3,5,3,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,23,1,1,2,6,2,1,3,2,0,0,0,0,0,3,0,0
1556,2,2,2,3,2,3,2,2,2,3,2,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,4,4,3,3,3,2,2,4,2,3,3,2,3,2,3,2,2,3,3,2,2,3,2,3,3,2,2,2,1,1,2,2,5,7,3,6,7,5,2,7,5,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,40,1,5,1,6,2,2,3,2,0,0,2,2,0,2,0,0
1557,2,2,3,2,4,2,4,2,3,2,4,3,3,3,3,2,2,3,3,4,1,3,3,2,2,3,3,3,2,2,3,3,3,2,2,2,2,2,2,3,3,2,4,4,3,2,3,4,3,4,2,4,3,2,3,4,2,2,2,1,1,2,6,1,6,5,5,3,6,2,3,5,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,4,1,2,1,24,1,0,3,6,1,1,3,1,0,0,0,0,0,2,1,0
1558,2,1,1,3,3,1,2,2,2,2,4,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1,2,3,3,4,3,3,3,3,2,2,3,3,3,3,3,2,2,2,3,3,4,2,2,3,2,3,4,2,1,2,1,1,2,2,2,7,5,5,6,5,1,6,5,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,3,2,1,50,1,6,1,6,1,2,2,0,0,0,0,0,0,2,0,0
1559,3,3,2,4,3,2,4,3,4,4,3,4,2,3,3,4,3,4,3,2,3,3,2,3,3,3,3,3,2,1,3,3,4,3,3,3,3,2,2,3,3,4,3,4,3,3,3,2,4,3,3,2,4,2,4,4,2,1,2,1,2,1,6,1,6,3,7,7,6,5,5,5,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,4,2,2,1,46,1,4,1,7,1,3,4,0,0,0,0,0,0,0,0,0
1560,2,3,3,3,2,3,3,2,3,3,3,3,2,3,2,3,2,3,3,3,2,3,3,3,2,3,2,3,3,2,3,3,3,3,3,3,2,2,3,2,3,2,2,4,2,2,3,3,3,3,3,1,3,3,3,3,1,1,2,1,2,2,2,1,7,3,6,6,6,1,7,2,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,3,2,3,1,34,1,1,1,6,1,2,2,0,0,0,0,0,0,2,0,0
1561,4,2,3,3,3,2,4,4,3,4,2,3,4,2,1,3,2,2,3,2,3,2,3,3,2,2,2,2,3,4,4,3,3,4,3,4,4,3,3,1,2,3,2,2,2,2,3,2,2,1,2,1,2,1,2,1,1,1,2,2,1,1,6,6,7,1,6,2,4,4,7,5,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,4,1,1,1,43,1,7,1,6,2,2,3,0,0,0,0,0,0,0,0,0
1562,2,2,2,3,1,3,2,2,2,2,1,3,1,3,3,4,2,4,2,3,1,3,3,3,1,3,2,4,2,2,4,3,3,3,4,3,1,3,3,2,3,4,4,4,1,3,2,3,4,4,3,3,4,3,2,4,2,2,2,1,1,2,1,1,7,5,6,7,6,1,4,3,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,4,2,2,1,34,1,1,1,1,1,2,2,2,0,0,0,0,0,2,1,0
1563,2,3,2,3,4,3,3,2,4,3,3,3,3,4,3,2,2,3,3,1,2,2,3,4,2,4,2,3,2,1,2,1,2,1,2,2,1,2,2,4,3,2,4,4,4,3,4,3,4,3,3,4,4,4,4,4,1,1,2,2,2,2,7,1,6,6,7,4,7,1,6,3,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,3,2,1,1,28,1,2,1,6,1,1,4,1,2,0,0,2,0,3,0,0
1564,4,3,4,4,3,3,3,2,2,4,2,3,3,4,3,3,2,1,4,2,2,3,3,2,3,2,2,3,3,2,3,3,3,3,3,3,2,1,3,3,4,3,3,3,2,4,3,3,3,2,4,2,4,3,3,3,1,1,2,2,1,2,3,1,4,3,5,7,6,6,7,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,4,3,1,2,27,1,1,1,7,1,1,3,2,0,0,0,0,0,2,0,0
1565,2,2,1,2,2,3,2,1,2,3,1,3,2,3,2,3,3,1,4,3,4,4,3,4,3,4,4,3,1,3,3,2,3,2,3,3,4,2,4,3,3,3,2,3,3,2,3,4,4,4,3,4,3,3,3,4,2,2,2,1,2,2,3,5,5,3,2,6,7,6,6,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,29,1,7,1,6,1,1,3,1,1,2,2,0,0,2,0,0
1566,2,3,4,3,2,3,4,2,3,4,1,4,2,4,2,2,1,3,1,3,3,3,1,1,1,1,1,4,3,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,1,4,2,4,4,3,3,4,4,4,2,4,2,1,2,2,1,1,7,5,7,1,6,1,4,5,7,3,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,3,3,1,1,24,1,1,1,1,1,1,1,2,0,0,0,0,0,2,0,0
1567,2,3,3,4,2,3,3,2,3,3,3,3,2,3,3,3,2,3,2,3,2,2,2,3,1,2,1,2,1,3,3,3,3,3,3,2,3,2,1,3,4,2,4,4,3,4,3,3,4,4,4,4,4,4,3,4,1,1,2,2,2,2,4,3,3,6,5,5,6,5,2,3,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,2,2,1,37,1,6,1,6,1,1,2,2,0,0,2,0,0,1,2,0
1568,4,4,4,4,2,4,4,4,2,3,2,4,2,3,2,3,1,1,1,3,1,1,3,3,1,3,1,1,3,4,3,3,4,2,3,3,4,2,2,3,4,3,4,4,2,4,1,3,4,4,4,4,4,3,3,4,1,1,2,2,2,2,5,2,3,2,7,3,6,6,3,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,2,2,1,27,1,1,1,0,1,1,4,3,0,0,1,0,0,2,1,0
1569,2,2,2,4,4,3,4,3,3,3,1,3,3,3,2,4,3,3,3,3,2,4,4,3,3,3,2,4,2,3,4,4,4,4,4,2,4,4,3,1,4,4,3,3,1,2,2,3,4,3,2,2,3,1,3,3,1,2,2,1,1,2,6,3,7,2,6,5,5,3,6,3,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,4,1,1,1,51,1,12,1,6,1,2,3,0,0,0,0,0,0,1,0,0
1570,4,3,3,4,4,3,4,4,3,4,3,3,3,3,2,3,2,2,2,1,1,3,3,4,3,3,2,3,3,4,3,3,4,2,3,4,4,3,3,3,3,2,3,4,2,3,2,3,3,2,3,3,4,3,4,3,1,1,2,2,2,2,6,3,5,1,6,2,5,4,5,3,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,3,1,2,1,19,1,4,1,6,2,1,4,0,0,0,0,0,0,2,0,0
1571,2,3,3,3,3,3,4,3,2,3,3,4,3,3,3,3,2,4,3,2,1,2,3,3,2,4,2,3,1,2,3,2,4,2,2,3,2,2,2,2,3,3,3,3,3,4,2,3,4,2,4,3,4,3,2,3,1,1,2,2,2,1,2,1,7,5,7,3,3,1,3,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,3,2,1,40,1,1,1,6,2,2,2,0,0,0,0,0,0,0,0,0
1572,2,2,3,3,1,2,2,2,2,1,3,3,2,3,3,3,3,2,3,3,3,1,2,3,3,3,2,3,2,3,3,2,3,2,3,3,1,4,3,4,3,4,3,3,4,4,4,4,4,3,4,4,4,4,3,4,2,2,2,1,2,1,2,5,5,7,3,6,6,2,1,2,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,1,1,1,20,1,6,1,6,1,1,4,0,0,0,0,0,0,1,0,0
1573,1,2,2,2,2,1,3,2,1,3,1,3,1,3,3,3,3,3,3,2,2,3,3,3,3,3,3,4,3,3,3,4,3,4,4,4,3,3,3,4,4,4,3,4,2,1,3,2,1,2,1,1,2,3,3,2,2,1,2,1,1,1,2,5,6,2,5,6,3,3,7,6,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,2,1,34,1,6,1,7,2,1,4,0,0,0,0,0,0,0,0,0
1574,3,2,3,4,3,2,3,3,4,3,2,4,2,3,3,4,3,3,3,3,3,4,3,4,3,2,3,3,3,3,4,4,4,4,3,3,4,1,3,2,3,3,4,2,1,2,2,2,3,3,2,1,2,1,3,3,2,1,2,1,1,1,5,2,7,1,6,7,6,1,7,5,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,2,3,2,1,19,1,2,4,7,2,1,3,0,0,0,0,0,0,1,1,0
1575,1,3,2,3,4,2,3,1,4,2,2,2,3,4,3,2,2,2,3,1,3,3,2,4,3,4,2,4,1,3,3,2,4,3,2,1,2,1,2,4,4,3,4,4,3,3,3,3,1,3,2,4,2,2,4,3,2,1,2,1,1,2,7,1,3,2,6,1,7,2,6,5,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,3,3,2,1,23,1,4,1,1,2,1,5,1,0,0,0,0,0,1,1,0
1576,1,3,4,3,2,4,3,2,4,4,4,4,2,4,3,2,4,1,3,1,1,2,3,3,3,4,3,3,2,1,1,2,4,3,2,4,1,3,2,2,4,2,3,4,4,3,3,3,3,4,3,4,3,3,1,4,2,2,2,1,2,2,3,1,7,5,6,2,7,5,7,3,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,4,2,1,1,29,1,1,5,1,1,1,3,2,1,0,1,2,0,3,0,0
1577,2,3,3,4,2,3,3,3,2,3,2,4,2,3,2,3,2,3,3,3,1,2,3,2,2,3,2,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3,3,4,3,3,3,4,3,3,3,1,1,2,1,2,2,2,2,5,5,7,5,5,3,6,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,4,2,2,1,26,1,12,2,1,1,1,2,2,2,0,2,1,0,1,1,0
1578,1,2,2,2,2,2,2,2,2,3,2,3,2,3,3,4,3,4,3,2,4,4,3,4,3,3,3,4,4,3,4,4,3,3,4,3,2,4,2,3,3,4,2,3,2,2,2,4,2,3,3,2,3,3,3,2,2,1,1,1,1,1,2,4,6,2,3,7,5,1,5,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,1,1,35,2,6,1,6,2,2,3,0,0,0,0,0,0,0,0,0
1579,2,2,2,3,4,4,3,2,3,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,3,4,2,2,3,2,3,3,3,3,3,3,2,3,3,3,3,2,4,4,3,4,3,4,4,4,4,4,4,3,3,4,2,2,2,1,2,2,2,2,6,5,5,7,7,2,7,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,3,2,2,1,40,1,6,1,6,1,2,4,0,0,0,0,0,0,2,0,0
1580,3,3,4,4,4,4,3,3,4,4,2,3,3,3,3,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,3,2,3,2,3,3,2,2,4,3,2,3,2,3,3,3,3,3,2,3,3,4,3,3,3,1,1,1,1,2,2,6,4,2,1,7,1,5,3,6,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,3,2,2,25,1,6,1,1,2,1,3,0,0,0,0,0,0,2,0,0
1581,3,3,2,4,2,3,3,3,1,2,3,3,2,4,2,3,2,3,3,2,4,2,4,3,3,2,2,2,3,2,2,2,4,2,3,2,2,1,2,3,4,3,3,3,3,3,2,2,2,3,3,3,3,3,3,2,1,1,2,1,2,2,3,5,5,5,6,4,6,5,6,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,3,3,2,1,22,1,4,0,6,2,1,6,1,0,0,0,0,0,0,0,0
