,Q1S,Q2S,Q3S,Q4S,Q5S,Q6S,Q7S,Q8S,Q9S,Q10S,Q11S,Q12S,Q13S,Q14S,Q15S,Q16S,Q17S,Q18S,Q19S,Q20S,Q21S,Q22S,Q23S,Q24S,Q25S,Q26S,Q27S,Q28S,Q29S,Q30S,Q31S,Q32S,age,gender,engnat
16460,1,5,3,3,5,3,1,3,1,-1,-1,1,3,3,-4,-1,3,1,1,1,3,-1,1,3,-3,-1,1,3,-1,1,5,0,20,2,2
16461,2,3,4,3,5,4,2,4,5,5,4,5,3,5,0,2,5,5,2,3,4,2,4,4,1,4,3,3,4,3,4,4,46,1,1
16462,1,0,3,2,1,1,1,0,-1,1,1,2,4,5,0,1,5,-3,0,3,3,-1,1,2,-1,0,2,0,0,1,3,0,19,2,2
16463,1,2,2,4,4,3,1,1,5,5,5,5,3,5,0,2,2,3,3,3,5,2,3,3,1,2,0,0,0,1,3,2,35,2,2
16464,1,5,4,2,5,3,4,-1,0,0,1,0,2,4,0,0,3,0,2,4,0,2,1,0,-2,2,2,3,1,4,1,3,16,3,1
16465,1,2,3,3,5,4,2,3,5,5,2,5,1,5,-2,1,2,2,0,0,0,1,5,3,-1,1,2,2,3,3,4,0,23,1,2
16466,5,5,5,3,5,3,3,3,4,1,1,0,2,4,1,2,5,3,2,5,3,1,2,3,0,5,3,3,4,3,5,5,18,2,1
16467,0,0,3,1,3,2,1,2,3,3,2,3,5,5,0,3,4,3,0,1,5,3,1,2,0,3,1,4,1,1,0,2,19,1,2
16468,4,5,4,2,5,4,3,5,5,5,3,2,4,5,0,3,5,4,2,4,3,1,1,4,2,4,3,4,4,5,5,5,60,1,1
16469,0,0,4,3,4,3,3,4,0,2,2,3,3,5,0,3,2,0,2,4,3,1,4,2,0,3,0,5,0,3,0,0,23,1,2
16470,5,5,5,5,5,5,-1,3,3,5,1,3,1,5,-1,3,5,1,3,-1,3,3,1,1,3,3,3,3,3,1,1,3,19,2,1
16471,3,5,5,5,5,3,3,4,4,5,5,4,3,3,2,3,5,3,4,5,4,1,1,5,2,5,2,3,4,2,5,5,57,1,0
16472,1,1,4,0,4,1,2,1,0,1,1,2,1,3,0,2,3,2,0,4,4,-1,-1,2,2,2,1,4,1,3,2,0,16,2,1
16473,4,2,5,3,2,3,2,2,3,3,2,3,0,4,0,2,5,3,0,4,5,1,2,2,1,3,2,4,2,1,1,5,16,2,1
16474,0,3,3,2,3,4,2,2,3,5,3,3,3,5,3,3,2,1,4,3,4,2,3,2,0,5,3,5,0,4,4,3,20,1,2
16475,3,1,2,2,3,3,2,3,3,5,2,3,5,5,3,3,2,4,-1,3,5,3,3,2,1,4,2,1,2,3,5,1,45,1,2
16476,3,3,5,3,3,4,3,3,3,5,3,3,5,5,1,2,5,5,2,5,5,3,3,3,1,4,1,4,4,5,1,5,40,1,1
16477,4,3,4,3,5,5,4,4,1,1,1,2,0,4,0,1,4,3,3,4,1,1,2,1,0,3,3,5,2,3,3,3,19,2,1
16478,2,4,5,5,4,4,2,1,2,3,2,4,2,5,0,3,5,3,5,1,3,3,2,3,0,2,3,4,2,2,4,4,19,2,1
16479,2,3,4,4,5,4,3,2,4,5,4,5,0,3,0,0,5,4,5,5,3,2,1,4,0,3,4,1,4,1,5,5,55,2,1
16480,3,5,5,3,3,5,1,3,3,3,1,3,3,5,1,3,5,1,1,1,3,1,3,3,-1,5,3,5,1,1,5,3,18,2,1
16481,4,4,4,3,4,5,3,4,5,5,4,2,4,5,1,4,4,3,5,4,5,2,4,0,3,4,4,5,4,4,5,4,25,1,1
16482,1,3,3,2,5,4,5,3,0,1,1,1,1,5,-2,-1,1,3,5,3,4,0,1,1,1,3,3,3,0,3,4,-1,23,1,1
16483,3,4,5,4,5,5,3,5,5,5,4,3,5,5,5,3,5,5,2,5,5,4,2,5,1,4,4,3,4,5,5,4,43,1,1
16484,3,4,5,4,2,4,4,4,3,5,2,4,2,4,-1,3,5,3,2,3,3,2,3,3,1,4,4,4,4,2,4,4,23,2,1
16485,3,2,2,1,5,2,2,1,4,5,5,3,2,5,0,2,3,3,2,3,1,1,2,1,3,3,2,3,4,2,5,1,21,1,1
16486,3,2,4,4,3,3,1,1,3,5,4,2,2,5,0,1,3,0,1,1,3,2,1,3,2,2,2,2,1,1,0,3,18,2,2
16487,3,5,5,4,5,4,2,3,1,1,0,0,2,5,0,2,5,4,1,2,5,0,1,1,2,3,3,5,5,3,4,4,17,2,1
16488,2,2,4,5,5,3,3,1,4,4,3,2,3,5,1,2,5,2,2,3,4,1,2,2,0,2,1,1,2,3,3,3,43,2,2
16489,4,5,5,3,4,5,5,5,3,5,5,5,5,5,1,3,5,5,5,3,5,5,3,5,3,5,5,5,4,3,5,5,21,2,1
16490,5,5,5,4,5,5,3,4,1,1,1,1,2,5,-1,3,5,4,2,2,4,0,1,2,1,3,4,3,5,4,5,4,23,2,1
16491,2,5,5,4,4,4,3,4,1,1,2,1,4,5,0,2,5,3,1,3,2,1,2,2,3,3,4,4,2,3,4,3,29,2,1
16492,1,3,5,5,5,4,3,5,2,1,2,0,5,5,1,2,5,5,3,5,5,1,1,3,-1,3,5,4,3,1,5,5,34,1,1
16493,-3,2,5,5,3,5,4,2,5,5,5,4,2,4,-1,1,5,4,3,3,3,5,3,5,1,1,2,2,4,1,3,3,25,2,2
16494,3,3,5,2,3,4,3,4,2,4,4,4,5,5,3,3,4,5,3,4,5,2,4,3,1,4,3,5,1,4,3,5,31,1,2
16495,1,4,5,4,3,4,5,5,2,4,2,5,5,5,5,4,4,5,1,4,5,5,4,4,3,5,2,5,4,5,5,4,20,1,1
16496,0,3,3,3,5,3,1,5,3,1,2,0,5,4,0,3,5,3,4,5,3,4,3,2,1,3,3,5,3,4,3,3,26,1,1
16497,2,4,5,3,5,3,4,4,2,2,1,3,4,5,3,3,2,4,0,4,4,3,2,4,3,3,4,4,4,5,4,3,18,1,1
16498,-2,2,3,2,1,4,1,-1,1,0,1,-1,4,5,-2,3,3,2,1,1,3,1,2,1,-1,2,3,3,3,2,3,2,15,1,2
16499,3,5,5,3,5,3,1,1,-2,-3,1,3,1,4,0,3,1,2,2,2,3,1,4,1,1,1,2,5,3,1,4,3,16,1,1
16500,1,5,5,5,5,5,4,5,3,2,4,2,1,4,0,1,5,4,1,3,4,2,3,5,1,3,4,4,4,4,5,3,26,2,1
16501,0,2,5,3,5,4,2,2,0,0,2,2,5,5,5,4,5,4,3,3,5,4,0,3,3,5,2,5,3,5,4,5,25,1,1
16502,3,4,5,4,5,5,3,3,2,4,2,2,1,5,0,2,5,4,3,5,3,0,1,3,0,3,4,4,4,3,4,5,36,2,1
16503,1,-1,5,2,5,5,3,2,3,1,2,-1,0,3,-2,1,5,5,-1,5,5,0,5,4,-1,4,3,2,5,1,5,3,64,1,1
16504,5,0,5,5,4,4,2,4,5,2,4,2,4,5,-1,3,5,4,4,5,5,1,3,4,4,3,3,4,4,2,4,5,27,2,1
16505,5,5,4,3,5,5,3,4,3,5,3,5,1,4,-1,1,5,2,5,5,4,1,1,4,-1,4,3,3,3,3,5,4,39,1,1
16506,3,4,4,3,3,3,3,2,4,4,4,3,1,5,-1,3,5,5,3,4,5,1,4,1,2,3,3,2,4,3,5,5,52,2,1
16507,0,-1,3,3,3,1,2,2,3,5,3,4,3,5,3,2,3,3,5,2,5,3,1,2,0,4,1,4,3,1,5,-1,38,1,2
16508,0,1,3,3,5,3,1,3,0,2,-2,1,1,4,0,2,3,2,1,1,3,0,0,2,-1,3,2,0,2,2,2,2,21,1,1
16509,3,4,4,3,5,4,3,5,3,2,2,3,4,5,3,1,5,4,4,5,5,1,2,4,1,4,3,2,5,4,5,5,56,2,1
16510,3,3,4,2,3,4,-1,1,2,5,3,2,5,5,0,3,4,3,0,3,4,1,1,2,1,3,2,5,3,4,2,1,20,1,1
16511,3,-1,5,3,5,2,3,3,3,-2,3,2,3,5,-1,3,3,3,-1,3,2,3,2,-1,-1,-1,1,5,3,1,3,3,17,1,1
16512,1,-3,4,-1,5,4,1,2,-1,5,2,3,3,5,1,3,2,2,0,1,4,3,0,1,-1,2,2,5,1,4,1,1,15,1,1
16513,4,5,5,3,4,4,3,3,2,2,1,2,3,5,0,3,4,3,3,5,3,3,2,5,1,4,4,3,5,4,5,3,35,1,1
16514,1,4,5,5,5,4,3,1,3,1,1,1,1,4,0,0,4,3,2,0,1,0,1,1,0,2,5,3,3,3,3,1,20,2,2
16515,3,2,4,1,5,4,1,4,4,5,3,3,5,5,1,3,4,4,3,3,4,5,3,4,1,4,3,3,4,5,4,4,34,1,1
16516,1,2,3,1,4,4,1,3,1,4,4,5,5,5,2,4,3,2,2,3,5,3,2,4,0,3,2,4,2,4,3,1,31,1,2
16517,1,0,3,3,2,4,2,5,5,5,4,4,1,5,0,1,2,1,1,4,1,4,2,2,0,2,2,0,0,2,3,2,22,1,2
16518,0,2,2,3,4,3,3,3,2,4,3,3,3,3,-1,2,5,2,1,1,4,1,1,3,-1,3,3,2,3,3,4,2,99,1,1
16519,3,4,4,3,4,3,1,2,4,2,2,2,2,5,0,3,4,0,-2,2,3,0,3,1,2,2,3,5,2,2,4,3,17,2,1
16520,2,3,5,4,4,3,3,4,0,3,1,2,0,4,0,2,5,4,0,4,3,0,3,1,0,4,2,3,4,2,3,3,19,3,2
16521,2,3,3,3,5,3,5,3,1,5,4,3,3,5,-1,1,4,5,4,3,5,1,4,5,-1,5,2,3,2,1,4,3,57,1,1
16522,3,5,5,4,5,5,3,4,1,3,1,1,2,4,0,2,5,3,3,5,3,1,2,2,1,3,4,3,2,3,4,4,22,2,1
16523,3,2,4,3,5,4,2,4,3,4,3,5,0,4,0,1,5,1,4,1,4,4,2,3,0,3,2,3,1,5,4,3,21,1,1
16524,0,5,5,2,3,4,2,4,1,2,3,4,3,5,3,3,3,3,0,3,5,1,2,2,0,3,3,5,2,4,5,3,16,1,1
16525,3,5,5,5,5,5,5,3,5,5,3,3,5,5,-1,3,5,3,5,5,3,1,1,5,3,3,1,3,5,1,5,3,26,2,1
16526,5,5,5,5,5,5,3,5,3,5,4,5,3,4,1,3,5,4,3,5,3,2,3,5,3,2,4,5,4,2,5,5,35,2,1
16527,2,2,2,5,4,4,4,1,0,1,3,1,1,4,0,1,4,1,2,4,3,1,3,2,1,2,2,5,2,1,3,2,17,2,1
16528,3,1,2,0,5,3,1,2,0,0,1,2,3,3,0,0,1,2,1,1,2,1,0,1,0,4,2,5,0,2,1,0,16,1,1
16529,0,5,3,1,5,3,2,0,3,4,3,2,3,5,2,2,3,3,2,4,5,2,3,2,3,2,3,4,2,1,3,3,17,1,1
16530,2,0,5,4,5,5,3,5,5,3,3,3,5,5,1,3,3,3,5,1,5,5,4,5,1,5,3,5,1,5,3,3,25,1,2
16531,3,5,5,3,5,5,3,3,3,3,1,1,3,5,-1,1,5,5,1,3,5,3,-3,3,3,5,1,3,5,5,3,3,26,2,1
16532,1,0,4,2,3,2,2,2,3,2,2,2,5,5,-1,2,3,0,1,3,4,0,2,2,-1,2,2,3,1,1,3,-1,30,2,2
16533,5,4,5,4,5,4,3,5,2,4,4,5,3,5,1,2,5,3,1,4,3,3,4,3,-1,3,3,5,3,5,4,4,24,2,1
16534,4,4,4,3,4,4,2,4,4,5,5,5,4,5,2,4,5,5,1,3,5,3,2,4,1,4,2,3,3,5,5,5,43,1,1
16535,1,-1,2,2,4,2,2,2,2,3,3,1,1,5,1,1,2,1,0,1,0,0,1,2,0,2,2,5,1,3,1,-1,18,1,2
16536,0,-2,5,3,3,3,1,3,0,4,3,3,4,5,4,3,1,5,3,5,4,5,1,-1,-1,4,-2,5,2,5,2,3,14,1,1
16537,-1,3,3,1,5,3,1,3,-1,3,1,3,1,3,-1,1,1,3,3,3,1,1,5,1,-2,3,3,1,1,1,5,3,22,1,1
16538,5,4,5,5,5,5,3,5,5,5,1,3,3,5,3,3,5,3,5,5,3,1,1,5,5,3,3,5,5,1,5,5,27,2,1
16539,4,3,5,3,5,2,3,4,0,1,1,0,1,4,0,1,3,3,-3,3,4,1,3,2,-1,2,4,4,3,3,2,3,21,1,1
16540,1,5,4,4,4,4,3,2,1,2,1,1,0,4,0,2,4,2,1,1,1,2,2,2,0,2,2,4,2,2,3,3,20,2,1
16541,4,4,5,4,4,4,3,4,0,1,2,1,2,4,0,1,5,5,2,4,0,0,2,4,1,4,4,3,4,3,5,4,22,2,1
16542,0,2,4,2,5,5,4,4,2,4,1,5,5,5,2,1,3,4,3,3,5,1,2,5,0,3,2,4,3,5,5,2,38,1,1
16543,0,3,4,2,3,4,3,3,4,5,5,5,5,5,2,2,1,2,5,3,5,4,3,4,1,2,3,4,2,3,2,1,29,1,2
16544,2,5,5,5,5,4,3,5,5,4,4,5,3,5,0,2,5,5,3,5,5,1,3,5,-1,5,2,1,4,3,5,3,54,1,1
16545,5,3,5,1,5,3,3,4,4,5,3,5,2,4,0,3,3,4,1,2,4,3,4,2,-1,4,3,4,4,1,2,3,24,1,1
16546,3,3,5,2,4,2,2,4,1,2,3,3,1,4,0,-1,3,0,1,2,2,2,2,2,-1,3,3,5,4,1,3,1,25,1,1
16547,1,2,5,2,4,4,4,3,3,5,5,5,2,5,0,1,5,3,3,5,4,1,4,4,0,5,3,1,3,4,5,3,58,1,1
16548,3,-1,3,1,3,4,3,2,-1,1,-2,0,5,5,0,2,3,1,1,1,1,0,2,1,1,2,3,3,2,5,3,3,18,2,2
16549,0,0,2,2,3,1,-1,1,4,2,0,3,1,4,2,3,2,0,2,0,0,0,0,-1,0,2,3,3,3,1,1,0,18,2,2
16550,4,4,3,2,5,5,1,0,-1,1,2,3,3,5,-1,3,5,0,-1,3,4,0,1,1,-1,2,3,3,3,2,2,4,19,2,1
16551,5,4,5,3,5,3,1,1,5,3,3,2,3,4,-1,1,5,5,0,3,3,0,3,2,3,4,4,3,5,3,4,5,22,2,1
16552,2,3,4,4,5,4,5,5,0,5,4,2,3,5,4,3,5,5,3,5,5,3,3,3,0,5,5,4,4,5,4,5,29,1,1
16553,-1,2,2,4,4,4,1,4,-4,-2,1,5,1,3,0,1,4,3,1,-1,2,0,-1,0,-1,1,2,4,0,1,1,1,17,2,1
16554,0,0,2,3,1,1,2,1,0,2,2,3,1,4,0,0,2,1,0,3,1,0,1,2,-1,3,1,4,1,2,0,0,17,2,2
16555,5,5,5,4,5,4,3,3,3,4,4,3,3,5,1,3,5,5,2,3,3,3,4,4,1,2,3,5,4,4,4,5,30,2,1
16556,4,3,5,2,5,4,3,5,3,3,3,5,5,5,4,3,3,4,0,5,4,5,2,4,0,0,3,4,3,4,5,2,19,1,1
16557,4,3,5,3,5,4,3,2,2,3,1,2,0,3,0,2,4,3,1,5,1,0,1,3,1,2,3,4,3,0,4,4,15,2,1
16558,2,5,3,5,2,3,3,3,3,2,3,3,5,5,0,4,4,1,1,1,2,1,1,3,1,2,3,3,0,1,4,3,21,2,2
16559,3,3,5,4,5,2,1,1,3,2,3,3,2,5,-1,2,2,3,2,3,3,1,2,1,-1,3,3,5,1,0,1,1,17,1,1
16560,3,3,3,5,5,3,3,5,1,1,1,3,5,5,1,3,4,3,5,1,3,5,1,1,3,1,1,3,5,3,3,1,31,2,1
16561,5,5,4,2,5,4,3,4,2,1,1,1,3,5,0,1,5,5,2,5,0,1,2,1,1,5,3,5,4,2,5,4,22,3,1
16562,3,5,5,5,4,5,4,5,4,5,3,4,4,5,2,3,5,4,3,5,3,1,2,5,2,4,3,4,5,4,5,5,52,2,1
16563,3,-1,3,5,5,4,3,3,3,1,0,2,5,4,1,1,5,3,3,4,4,4,2,4,-1,2,5,3,2,1,3,3,33,2,1
16564,2,5,4,4,3,3,3,1,3,3,2,3,4,5,0,1,3,0,0,4,3,1,-1,1,1,3,1,4,3,3,3,2,20,2,2
16565,3,1,4,3,5,4,2,2,4,4,3,3,4,5,0,1,4,4,1,3,4,1,2,3,4,5,3,2,3,2,3,0,42,2,2
16566,1,-1,2,0,2,1,1,0,1,5,5,5,5,5,1,2,2,4,-1,2,5,4,1,2,1,5,1,1,3,1,1,1,45,1,2
16567,2,3,4,5,4,4,2,5,3,4,5,5,3,5,1,3,1,3,2,3,3,5,3,4,-1,2,3,4,2,0,4,1,30,1,1
16568,0,1,5,0,4,2,3,2,3,1,1,2,3,3,0,0,1,3,0,1,3,1,-1,0,0,3,0,4,0,2,3,1,15,1,1
16569,3,4,4,3,5,4,4,4,4,4,4,4,3,4,0,3,5,5,2,5,1,1,2,5,2,2,4,4,5,2,5,4,42,2,1
16570,3,3,5,4,3,5,3,3,3,4,5,2,0,4,4,1,5,3,5,3,1,3,3,2,3,5,4,3,4,2,4,5,21,2,1
16571,5,5,5,5,5,3,3,3,1,-1,3,3,3,5,3,1,5,5,1,3,3,0,3,3,0,3,5,5,4,3,5,5,17,2,1
16572,0,0,4,3,3,2,3,3,1,4,4,3,2,5,1,2,3,3,0,2,2,2,2,3,1,3,2,4,3,3,0,0,21,1,2
16573,2,5,4,3,3,3,1,1,5,5,1,3,4,3,-1,1,5,3,0,3,5,0,3,1,1,5,1,5,3,1,1,3,18,2,1
16574,1,1,2,3,3,4,5,5,0,0,0,3,1,4,0,0,2,0,0,2,1,0,0,1,0,3,1,3,1,2,0,3,20,2,1
16575,5,4,5,4,4,3,3,3,0,2,1,3,4,5,2,2,4,3,1,3,2,1,1,4,2,3,3,5,3,3,2,3,18,2,1
16576,5,5,5,5,5,5,3,5,3,5,1,-1,3,5,-1,3,5,5,1,5,4,0,3,5,2,3,5,5,5,1,5,5,22,2,1
16577,2,3,5,3,3,3,3,4,5,3,1,1,5,5,1,1,3,4,1,1,5,4,1,1,3,3,2,3,3,3,5,3,17,1,1
16578,5,3,5,3,4,3,5,5,4,3,3,4,4,5,0,3,5,5,-1,3,3,1,1,5,0,3,1,5,5,2,5,4,40,1,1
16579,-1,-1,3,2,5,5,3,1,3,5,1,3,5,5,1,2,5,3,5,3,5,2,0,4,-1,5,1,2,5,5,5,5,58,1,1
16580,5,5,5,4,5,4,3,5,1,3,0,3,1,5,0,3,4,5,4,5,3,0,4,1,3,3,3,5,5,2,3,4,19,2,1
16581,0,4,4,2,3,3,2,2,1,5,2,3,4,5,3,0,5,4,2,4,5,0,-1,3,2,3,2,4,3,3,1,2,27,2,1
16582,3,3,5,3,5,5,2,4,5,5,2,3,3,5,1,2,3,1,1,3,5,4,3,2,0,5,2,5,3,3,5,4,17,1,1
16583,-1,1,1,1,3,5,-1,-1,5,2,1,1,-1,5,-1,-1,5,1,-1,2,3,3,3,1,-1,3,-1,2,3,1,5,1,15,2,2
16584,1,5,5,3,5,4,1,2,4,5,2,5,4,3,0,2,4,4,2,2,4,1,3,3,2,3,2,2,2,3,2,3,27,3,1
16585,-1,5,3,5,5,3,3,3,3,3,3,2,3,5,3,3,5,3,1,3,5,3,1,3,1,3,1,5,3,5,5,1,24,1,2
16586,3,4,4,2,5,4,4,4,3,5,5,5,2,5,3,1,4,5,2,4,5,3,2,5,3,5,3,2,4,2,4,5,64,1,1
16587,1,-1,2,3,4,3,3,3,4,1,2,2,3,5,0,1,5,4,1,5,5,4,2,3,0,2,3,2,3,3,1,1,29,1,2
16588,0,1,4,2,4,3,2,3,4,5,4,5,5,5,2,3,1,-1,1,4,3,1,2,2,1,3,2,4,0,4,2,1,22,1,2
16589,3,1,3,3,1,3,-3,1,5,5,3,3,3,4,1,-1,3,5,1,1,5,3,3,1,1,3,1,5,3,1,1,3,14,1,1
16590,4,2,3,4,5,5,5,5,2,0,-1,1,3,4,-3,1,3,4,-1,3,3,0,3,3,0,3,1,2,3,1,4,3,30,2,1
16591,5,5,4,5,5,5,3,5,5,5,4,2,2,5,-1,2,5,4,1,4,4,2,2,5,3,3,3,4,5,3,5,5,58,2,1
16592,3,0,4,3,2,3,2,2,1,4,3,2,4,5,1,1,3,1,3,3,2,0,2,1,-1,2,1,5,0,2,4,2,21,2,2
16593,5,5,5,3,5,5,3,3,1,0,3,3,4,4,-2,3,5,3,1,3,3,2,3,0,0,3,4,5,4,3,3,4,19,2,1
16594,3,0,4,0,4,3,1,2,2,2,3,0,5,5,5,4,4,3,0,4,5,3,0,1,0,5,1,2,3,3,4,1,20,1,2
16595,5,5,3,5,5,5,1,3,3,1,1,1,3,3,0,1,5,3,3,3,3,1,1,2,1,1,3,3,3,2,5,5,18,2,1
16596,5,3,5,4,5,4,4,5,1,3,0,3,4,5,3,4,3,4,1,3,5,1,3,5,2,4,2,4,4,4,5,3,30,1,1
16597,4,2,4,1,3,4,2,0,-5,4,3,4,4,4,0,3,4,4,0,4,5,0,3,3,-2,5,1,5,2,4,4,3,18,3,1
16598,3,4,5,4,4,5,2,1,0,1,2,1,1,5,-1,2,5,5,0,1,4,0,2,3,0,3,4,3,5,2,4,5,17,2,1
16599,2,1,1,-1,3,1,-1,1,1,5,1,2,4,5,-2,0,3,3,-1,1,2,0,1,0,-2,2,2,1,2,2,0,-1,17,2,2
16600,5,5,3,5,3,5,5,5,3,5,1,3,5,5,-1,1,5,3,3,5,3,1,1,3,3,3,1,5,5,3,3,5,23,2,1
16601,4,2,5,3,5,4,3,2,1,2,2,1,-1,3,-1,1,5,4,3,4,4,1,1,1,3,3,3,1,4,2,4,5,75,2,1
16602,5,3,5,4,5,5,4,5,4,2,3,1,3,4,0,3,5,5,4,4,3,4,2,4,-1,3,4,3,4,3,5,3,29,1,1
16603,2,2,2,4,3,3,2,2,3,5,2,4,4,5,1,3,5,3,0,3,4,2,4,2,1,3,2,5,4,2,5,4,24,2,2
16604,2,2,4,3,2,4,0,3,5,5,3,5,2,4,0,1,4,3,0,1,4,3,3,2,0,2,4,5,3,2,2,3,17,2,1
16605,4,2,4,0,5,4,3,1,5,5,5,5,4,5,2,3,3,2,3,3,2,4,2,5,2,4,2,3,3,2,4,1,57,1,2
16606,0,4,4,3,4,3,0,3,0,1,3,3,-1,4,0,2,5,3,2,5,3,0,0,1,2,3,3,0,2,3,2,4,35,2,1
16607,4,4,5,4,4,5,3,4,3,3,2,3,2,5,-1,3,5,4,1,4,5,1,5,1,1,2,3,4,3,3,5,4,22,2,1
16608,1,3,4,2,4,2,2,3,1,4,3,3,3,5,-1,2,4,2,1,1,4,-1,3,2,-2,3,3,4,3,3,3,2,21,2,2
16609,3,3,5,3,5,5,4,5,3,2,4,5,4,5,1,2,5,4,3,3,5,3,1,5,1,4,5,4,5,4,4,4,40,1,1
16610,3,2,4,5,5,2,2,0,4,4,4,2,3,5,0,3,5,1,4,2,4,1,1,0,3,2,5,4,3,3,5,3,29,2,2
16611,2,4,3,2,5,5,2,2,2,1,1,2,1,4,-1,0,4,1,-2,4,1,0,1,1,0,-1,3,3,3,2,5,2,22,2,1
16612,4,4,4,3,5,4,5,4,5,3,3,3,4,4,0,1,5,2,3,4,4,3,2,5,3,4,4,3,2,4,5,4,34,1,1
16613,5,4,5,5,5,5,3,4,3,5,5,4,3,5,-1,1,5,4,5,2,3,2,1,5,1,5,3,4,1,1,5,3,26,1,1
16614,2,2,4,0,2,4,1,2,3,4,2,5,4,5,5,3,3,3,0,5,4,2,3,2,0,5,4,5,5,4,2,3,25,1,1
16615,1,3,4,1,5,4,3,5,5,5,4,4,3,5,0,3,5,4,5,5,5,1,3,4,2,5,3,5,4,5,5,3,32,1,1
16616,3,-1,4,0,5,3,2,-1,3,5,3,4,4,0,-1,1,1,4,2,0,4,1,1,3,-2,2,2,0,0,2,4,0,58,1,2
16617,4,1,4,2,5,3,1,0,4,5,3,5,3,5,5,5,4,5,2,4,4,2,4,2,0,4,3,5,3,4,3,3,21,1,1
16618,4,4,5,4,5,5,3,5,1,2,2,1,1,4,0,0,5,4,3,4,3,1,3,3,-1,1,3,4,3,3,5,3,29,1,1
16619,2,3,4,3,4,3,3,4,3,4,5,4,2,5,3,2,5,5,1,4,4,2,2,5,-1,3,4,3,3,2,1,4,39,1,1
16620,4,5,5,4,5,5,3,5,5,5,3,5,2,2,-1,1,5,5,1,5,2,1,3,5,1,2,2,4,4,2,4,3,51,2,1
16621,1,0,3,-2,4,2,4,2,1,0,0,-1,1,5,-2,2,4,2,1,2,2,0,3,4,-1,1,1,-1,2,2,3,2,35,2,2
16622,1,2,4,3,4,4,5,4,0,1,0,0,2,4,0,0,3,3,0,3,5,0,1,2,0,3,3,3,3,2,3,2,23,1,1
16623,2,4,5,3,4,3,2,2,3,2,2,3,1,4,0,0,4,2,3,5,1,0,2,2,0,1,3,2,3,2,4,4,39,2,1
16624,4,5,5,4,4,4,3,4,4,4,3,3,5,5,2,2,5,2,4,5,5,4,4,3,4,5,4,4,5,5,4,4,22,2,1
16625,3,0,5,5,5,5,3,3,0,1,2,3,1,4,0,3,5,3,3,5,3,3,1,5,1,3,4,1,4,1,5,3,48,2,1
16626,1,5,3,3,3,1,3,3,5,5,3,5,5,5,3,3,5,5,1,5,5,3,-1,3,1,5,3,5,3,5,3,3,27,1,1
16627,0,-1,5,3,5,4,3,5,1,2,2,3,3,4,-1,-1,3,3,5,4,1,-1,2,4,1,1,3,5,2,3,3,4,18,1,1
16628,-1,1,3,1,5,3,1,3,3,1,1,1,5,5,1,1,5,3,3,5,3,3,-1,-1,-1,3,1,3,1,3,2,3,38,2,1
16629,2,5,2,3,5,4,3,0,3,3,3,3,2,5,-1,4,5,3,-1,1,5,2,3,0,2,3,0,5,4,1,3,5,16,2,1
16630,1,5,3,1,5,3,4,3,3,3,1,4,1,2,0,0,5,4,1,5,2,0,0,2,-1,2,2,2,0,1,5,1,43,1,1
16631,0,0,3,3,4,4,5,4,1,3,1,1,2,5,1,1,3,2,0,3,2,1,3,3,1,3,3,3,3,1,5,0,26,1,1
16632,2,3,3,3,4,3,2,4,4,4,3,2,3,5,1,3,3,2,5,3,1,5,2,2,1,2,3,5,1,2,1,4,21,1,2
16633,2,-1,4,2,3,2,1,0,0,2,2,3,3,4,-1,2,4,2,1,3,2,1,1,2,0,3,0,3,2,1,3,2,27,2,2
16634,1,3,4,2,3,4,2,2,2,3,3,4,3,5,0,1,4,3,3,2,3,1,2,2,1,3,3,5,3,4,5,3,26,2,2
16635,5,3,5,4,5,5,4,5,3,5,3,3,3,5,1,1,5,5,2,5,3,2,2,3,1,3,2,3,5,3,5,3,36,2,1
16636,2,4,5,2,5,5,1,2,1,1,-1,1,-1,5,1,3,5,2,1,5,1,1,1,1,1,3,3,5,3,2,4,3,15,2,1
16637,3,4,5,4,5,3,3,3,5,5,4,5,4,5,1,2,4,5,3,5,5,3,4,4,2,5,1,4,1,4,5,3,30,1,1
16638,4,3,5,4,5,5,2,4,0,5,3,0,4,5,0,5,4,2,5,3,5,1,5,4,5,3,3,1,4,2,5,2,34,2,1
16639,0,3,2,1,4,4,3,3,3,4,2,3,3,4,0,0,4,1,1,5,0,1,2,3,4,4,3,3,3,2,3,4,28,1,1
16640,2,3,4,3,5,4,3,5,5,4,4,5,3,5,1,3,4,4,3,4,2,2,2,4,1,5,2,3,4,4,4,3,43,1,1
16641,4,3,5,4,4,4,3,3,1,3,2,3,4,4,-2,1,5,3,3,5,3,2,1,4,1,1,4,3,1,2,5,4,48,2,1
16642,0,2,4,4,5,4,3,4,5,4,4,5,0,4,0,1,4,4,4,4,4,0,4,2,0,4,3,5,2,3,3,2,18,1,1
16643,3,4,5,3,4,3,2,3,2,4,1,1,4,5,3,2,4,2,-2,2,3,3,2,2,1,4,2,5,2,5,3,1,20,1,1
16644,3,1,5,3,5,3,3,5,3,-1,3,1,3,3,-1,0,3,1,1,-1,1,-1,3,1,1,1,3,3,1,3,5,3,20,2,1
16645,5,5,4,4,3,3,3,5,4,4,3,4,5,5,-1,3,5,2,3,2,3,1,2,2,3,1,3,5,3,3,4,3,21,2,2
