,Q1S,Q2S,Q3S,Q4S,Q5S,Q6S,Q7S,Q8S,Q9S,Q10S,Q11S,Q12S,Q13S,Q14S,Q15S,Q16S,Q17S,Q18S,Q19S,Q20S,Q21S,Q22S,Q23S,Q24S,Q25S,Q26S,Q27S,Q28S,Q29S,Q30S,Q31S,Q32S,age,gender,engnat
1751,3,5,3,5,5,5,3,3,1,3,3,1,3,3,1,3,5,5,3,5,5,3,3,1,1,3,5,3,5,1,5,3,20,2,1
1752,3,3,5,3,5,5,5,1,5,3,3,5,3,5,1,1,5,5,1,3,3,1,3,5,-1,5,1,-1,3,1,5,3,62,1,1
1753,3,3,1,1,5,3,1,3,3,5,1,2,5,5,1,3,3,3,1,1,5,5,3,3,1,5,1,3,3,5,3,3,28,1,2
1754,3,5,5,4,5,4,3,3,4,3,2,2,4,5,-1,4,5,5,2,4,5,1,1,4,4,3,2,3,5,3,5,3,45,1,1
1755,3,5,5,2,5,4,3,5,3,5,5,5,4,5,3,3,2,5,2,5,4,5,2,4,0,4,3,4,3,5,4,3,29,1,1
1756,5,5,4,2,3,3,3,4,1,2,2,3,2,5,1,2,5,3,2,2,4,1,2,1,4,4,4,4,4,1,5,4,17,2,1
1757,5,4,4,1,4,3,2,3,5,5,5,5,3,4,1,1,5,4,1,4,3,2,3,4,3,4,0,2,3,0,4,5,70,1,1
1758,1,1,3,5,5,4,1,2,1,1,1,0,4,5,0,3,4,1,1,1,3,0,2,2,1,2,2,2,3,2,3,2,28,2,2
1759,1,1,5,3,5,4,3,5,1,1,3,5,4,5,-1,2,4,4,0,3,5,3,1,4,2,3,3,3,1,5,5,2,24,1,1
1760,0,3,1,2,4,3,2,1,2,3,1,2,3,5,1,3,4,3,2,2,4,5,2,2,2,5,4,5,2,3,3,2,16,1,2
1761,1,0,4,1,4,2,3,2,5,5,5,5,3,5,0,3,2,1,0,2,3,3,2,2,1,3,2,4,1,1,1,1,21,1,2
1762,2,3,5,4,5,5,1,3,1,5,4,3,3,5,-3,1,3,1,0,1,3,1,3,3,3,1,-1,3,2,1,4,3,37,1,1
1763,-2,4,4,4,5,4,4,2,1,3,3,2,4,5,1,3,4,5,3,5,4,4,1,2,-2,4,3,5,4,4,5,3,17,1,1
1764,1,5,4,2,2,3,4,1,3,5,5,5,4,5,-1,-1,1,1,3,2,2,3,3,1,0,1,1,3,1,4,0,3,22,1,2
1765,2,1,5,2,5,4,5,3,0,1,1,2,5,5,0,-2,4,5,3,4,5,4,2,4,-2,2,3,4,4,3,5,3,43,1,1
1766,-1,4,4,5,3,2,2,3,3,2,2,1,5,5,-1,1,5,4,1,0,4,0,2,0,0,1,4,5,4,2,2,3,28,1,2
1767,3,5,5,3,3,3,3,3,4,4,3,3,0,3,1,1,5,4,2,5,2,2,0,0,3,4,3,3,3,2,3,5,14,2,1
1768,3,4,4,4,5,3,3,3,1,2,0,0,0,4,0,2,5,1,2,4,0,0,3,2,1,2,3,3,3,1,3,4,22,2,1
1769,0,2,2,3,3,3,2,2,3,2,0,2,1,4,0,1,4,4,2,0,2,0,2,2,0,1,1,2,1,2,3,1,20,2,2
1770,0,1,3,2,3,4,1,1,-1,2,0,2,1,4,1,2,1,2,1,1,4,0,1,1,-1,2,1,0,3,2,3,0,24,2,2
1771,0,0,2,2,4,3,1,0,1,1,2,4,4,4,0,2,1,3,0,1,5,4,2,2,0,4,1,5,2,2,4,0,21,1,2
1772,4,5,5,3,5,0,5,4,3,5,3,4,0,3,0,0,5,5,3,5,3,1,2,5,-1,4,3,1,3,3,5,4,60,1,1
1773,3,3,5,2,5,3,-1,3,5,3,5,3,3,5,1,-3,5,2,3,4,3,3,5,1,1,-1,1,3,3,1,1,1,25,1,1
1774,1,-2,2,1,3,0,1,1,2,-1,1,3,1,5,-1,3,3,2,-1,3,2,3,1,3,-2,-1,-3,4,2,3,3,2,14,1,2
1775,-1,2,1,0,3,1,3,2,0,1,2,2,1,4,1,-2,3,1,-1,1,3,2,1,3,1,1,-1,3,-2,1,1,0,18,2,2
1776,1,3,5,3,5,5,4,3,-1,2,3,2,1,5,-1,3,5,4,5,4,2,3,2,5,0,1,2,4,4,2,5,2,35,2,1
1777,1,3,4,4,5,5,2,1,2,3,1,3,5,5,0,2,3,2,1,-1,5,3,2,2,1,0,1,5,3,3,4,1,15,2,1
1778,5,3,5,5,5,4,3,5,4,1,2,1,3,4,0,4,5,3,4,4,3,1,2,4,0,3,4,4,4,2,5,5,31,2,1
1779,5,5,5,3,5,4,5,4,1,4,2,2,5,5,1,3,4,3,3,5,4,0,2,3,1,3,3,4,5,3,4,4,20,3,1
1780,1,2,4,0,4,3,3,2,4,5,4,4,4,5,0,1,3,2,3,3,3,2,3,2,0,1,3,4,3,0,3,1,31,1,2
1781,1,2,0,3,4,2,1,1,-1,-1,1,1,5,5,2,0,0,0,2,3,2,1,2,2,-1,2,2,5,2,3,1,1,15,1,2
1782,1,1,5,1,5,1,1,-2,-1,1,2,1,5,5,1,1,1,1,1,5,5,1,3,3,-1,3,3,-1,3,1,5,3,25,1,1
1783,0,2,2,4,3,3,1,1,5,5,2,5,5,5,1,3,2,1,3,3,0,0,2,3,0,1,3,2,0,3,3,0,22,1,2
1784,2,2,3,3,1,2,4,2,0,1,1,2,0,4,0,1,1,1,0,3,3,2,2,3,1,2,0,5,-2,4,1,0,22,3,1
1785,1,1,3,0,3,3,1,1,0,5,5,3,4,3,-1,3,5,2,1,3,5,1,-1,1,3,2,3,4,3,0,0,5,18,2,2
1786,0,1,4,3,2,2,2,3,0,1,0,2,2,5,-1,-1,2,1,0,2,4,0,1,0,1,2,2,5,1,1,1,1,13,2,2
1787,3,3,3,1,5,5,3,5,5,3,3,1,1,5,3,1,3,3,3,3,5,5,5,5,1,3,1,5,1,3,5,1,28,1,1
1788,3,3,3,4,4,3,1,2,1,1,2,0,0,4,0,1,5,2,2,2,2,0,2,2,-1,2,2,3,3,3,4,4,16,2,1
1789,3,1,3,3,5,5,5,4,2,0,3,1,3,5,-1,1,2,3,1,5,5,2,4,3,0,1,3,3,0,5,3,3,23,1,1
1790,5,4,5,4,5,4,5,5,5,5,3,5,3,5,-1,4,5,4,2,5,5,1,4,4,4,4,2,5,3,3,5,5,25,1,1
1791,2,1,4,3,4,3,0,2,4,5,4,5,5,5,4,3,3,1,1,2,3,3,2,3,1,5,1,3,2,5,5,2,23,1,2
1792,5,1,5,3,5,4,3,3,3,5,3,4,4,5,1,2,5,5,3,5,2,1,4,4,1,3,4,2,4,4,3,4,45,2,1
1793,0,3,2,3,4,3,1,2,3,5,1,3,0,3,0,3,5,5,3,4,1,1,3,3,0,3,1,0,2,-1,5,4,58,2,1
1794,0,1,3,1,5,2,3,5,0,0,1,3,5,3,0,-1,1,1,0,1,0,1,1,5,0,2,1,3,2,3,1,1,22,1,1
1795,3,1,3,3,4,3,1,3,2,3,0,1,5,5,1,2,4,2,1,2,3,3,0,0,-1,3,4,5,3,2,4,2,24,2,2
1796,4,5,5,4,4,5,2,2,4,3,1,3,0,3,-3,1,4,5,1,3,5,0,3,3,2,3,1,4,5,2,4,4,16,1,1
1797,1,3,3,-1,5,1,5,5,-1,-1,1,1,1,5,-1,-1,3,3,-1,3,5,1,3,1,3,1,1,3,-1,3,5,1,16,1,1
1798,5,5,5,4,5,4,3,3,2,3,3,3,1,5,0,3,5,4,1,3,5,1,2,4,4,4,2,5,4,2,4,1,23,1,1
1799,3,5,5,3,5,5,5,1,1,1,3,3,3,3,-1,3,3,5,5,5,5,1,3,5,3,4,1,1,3,3,5,5,45,1,1
1800,3,1,3,1,5,5,3,3,5,3,3,5,3,5,2,1,5,3,1,5,3,3,3,5,1,3,3,5,3,3,5,1,23,1,1
1801,3,1,3,3,5,5,3,3,1,2,1,3,5,5,1,3,3,3,1,5,5,3,-1,1,-3,3,1,5,3,3,5,3,20,1,1
1802,0,4,4,3,3,4,2,2,4,3,2,2,2,4,0,0,3,2,2,1,3,0,2,2,0,2,3,5,4,3,0,0,17,2,2
1803,3,4,5,2,3,3,3,5,3,3,3,4,5,5,4,3,4,4,1,4,5,3,4,3,3,5,3,5,3,5,3,4,24,1,2
1804,2,1,5,4,4,4,3,-1,3,5,1,2,4,5,1,1,5,5,1,5,4,2,2,0,1,4,2,2,4,4,3,5,43,2,2
1805,-1,0,4,1,4,2,1,3,2,4,2,2,4,5,2,3,4,3,0,4,4,3,2,2,0,2,3,5,1,3,3,3,19,1,1
1806,1,3,3,3,4,5,3,2,1,5,3,1,3,5,1,2,1,0,-1,2,3,0,2,2,-1,3,2,5,-1,1,5,2,18,2,2
1807,0,1,3,3,4,2,0,2,0,2,0,1,5,5,1,1,3,4,0,1,2,3,3,0,0,3,2,5,0,3,0,2,14,1,1
1808,0,3,4,3,3,3,3,3,1,2,2,1,2,5,0,0,2,-2,0,3,1,-1,3,1,1,1,4,5,-2,0,0,0,19,2,2
1809,4,5,3,5,5,4,4,4,3,5,5,4,3,5,-3,1,5,5,2,5,5,1,3,5,2,4,3,2,4,2,3,5,65,2,1
1810,1,2,3,3,3,3,2,2,3,4,1,5,1,5,1,-1,3,2,1,1,3,1,0,1,0,3,3,2,2,2,2,0,16,1,2
1811,5,3,5,0,3,4,3,4,2,1,3,4,4,5,2,2,5,4,1,2,5,1,1,4,3,5,3,4,4,3,4,2,22,1,2
1812,0,2,4,3,4,4,4,5,0,2,2,2,5,5,3,2,3,4,2,5,5,4,1,5,0,3,3,5,3,4,5,3,37,1,1
1813,1,2,4,1,4,5,3,2,5,5,5,2,5,5,5,3,4,1,4,3,5,5,2,2,3,3,2,3,2,3,5,0,29,1,2
1814,5,4,5,4,4,4,4,2,5,3,4,3,4,5,3,2,4,2,3,3,3,0,1,2,3,1,3,2,4,1,3,2,18,2,1
1815,5,4,5,4,5,4,2,3,5,3,2,1,0,4,-1,2,5,5,0,2,3,0,3,0,1,2,4,3,3,2,5,5,20,2,1
1816,1,3,5,3,3,5,1,1,3,5,1,1,3,5,1,1,5,1,1,1,3,1,3,3,3,3,3,3,1,-1,3,1,24,2,2
1817,5,3,5,1,5,4,3,3,5,5,5,5,4,5,1,-1,4,2,2,5,4,3,3,3,3,4,3,3,4,3,5,4,34,1,1
1818,3,3,5,4,5,5,4,5,5,5,1,5,5,5,3,3,5,4,5,5,5,5,1,5,3,5,3,5,5,5,5,3,41,1,1
1819,4,5,5,3,5,4,1,4,-1,2,2,1,2,4,-2,1,5,3,2,5,3,1,2,3,1,2,4,4,1,3,5,3,31,2,1
1820,3,-1,1,3,3,3,0,-1,3,1,-3,1,3,3,-2,1,3,1,-3,3,4,-3,1,1,-3,3,3,1,3,1,1,-2,15,2,2
1821,5,5,4,4,5,4,2,5,4,4,3,4,2,4,-1,1,5,3,4,4,0,2,2,2,2,2,5,4,4,3,4,4,30,2,1
1822,1,1,4,4,5,4,4,2,5,5,4,5,4,5,1,2,4,4,1,3,5,3,2,1,-1,2,3,2,3,4,4,0,47,1,2
1823,2,5,5,3,4,4,4,5,5,4,5,5,4,5,2,3,4,1,2,4,4,3,2,5,0,1,3,4,4,2,4,3,31,1,2
1824,-2,3,5,3,3,2,2,0,-1,4,1,2,1,5,-2,3,2,2,1,1,3,-1,0,1,-3,2,2,3,4,3,3,0,13,1,2
1825,1,1,4,2,5,5,5,2,0,1,3,1,0,4,1,2,5,3,1,4,4,1,2,2,0,3,2,2,2,2,4,4,48,2,1
1826,0,1,4,2,5,4,4,5,1,2,1,3,3,5,3,3,3,3,1,4,4,5,2,2,0,3,3,4,5,3,3,2,25,1,1
1827,3,1,5,4,5,4,2,4,1,1,2,1,1,4,-1,1,5,4,5,3,2,3,1,2,3,3,4,3,4,2,4,5,29,2,1
1828,5,1,5,5,5,4,5,3,0,-1,1,0,3,3,-2,2,5,3,2,3,5,0,1,2,1,3,3,3,3,3,4,4,21,2,1
1829,3,5,5,1,5,5,3,1,1,3,3,1,3,5,-1,-1,5,5,3,5,3,1,1,5,3,3,5,3,5,1,5,5,46,2,1
1830,4,5,5,5,5,4,5,5,3,2,2,0,5,5,-2,3,5,5,0,5,5,2,3,4,0,4,1,2,5,5,5,5,51,2,1
1831,3,3,5,4,4,3,4,3,0,3,2,2,3,3,-1,1,5,3,3,2,5,3,2,1,1,3,3,4,4,2,3,4,15,2,1
1832,1,2,5,4,5,4,3,5,1,1,1,1,2,4,-1,1,3,3,2,5,1,1,2,4,0,2,3,3,3,2,4,3,31,2,1
1833,3,5,5,5,5,3,1,3,5,5,5,5,3,3,-1,1,5,1,1,5,5,1,1,3,5,3,3,5,3,1,3,5,18,2,1
1834,3,-1,5,3,5,3,3,5,5,1,1,5,1,5,-1,3,-1,3,1,1,1,-1,-1,3,1,1,3,5,1,1,3,1,19,2,1
1835,3,3,5,3,5,4,3,5,0,1,0,3,4,4,0,2,4,2,0,4,0,0,-1,3,-2,-1,3,5,3,1,5,2,26,2,1
1836,2,1,4,4,3,4,2,3,1,3,4,3,3,3,-1,1,5,3,4,4,5,3,0,2,0,5,3,2,4,3,5,1,48,1,1
1837,0,2,2,2,3,3,3,1,1,2,3,4,2,5,0,0,3,2,0,1,3,0,2,2,-1,2,3,4,3,2,3,1,16,2,2
1838,3,4,4,3,4,5,0,3,3,2,1,2,2,5,3,0,4,3,3,5,3,3,3,3,-2,4,1,5,5,5,5,3,13,2,2
1839,1,3,5,3,5,5,3,1,1,1,-1,3,1,3,1,3,5,3,3,3,1,1,3,3,-1,1,1,3,-1,1,4,3,21,2,1
1840,5,3,5,3,5,5,3,5,3,1,1,3,4,4,0,1,5,5,5,5,5,1,1,3,1,1,3,1,3,3,3,3,37,2,1
1841,2,5,4,3,4,4,2,4,1,2,0,2,3,4,0,1,5,1,2,2,0,1,1,0,0,3,3,4,2,2,2,4,19,2,1
1842,-1,1,3,3,2,2,1,2,0,0,0,2,3,4,0,0,3,1,0,0,4,0,1,0,-2,2,1,5,-1,1,0,2,21,2,2
1843,1,4,4,4,5,4,1,2,2,2,3,3,3,5,0,3,4,5,3,4,5,3,3,0,1,4,4,5,4,4,4,4,24,1,1
1844,4,4,5,3,1,0,0,0,0,0,0,0,0,4,0,2,5,4,0,2,5,0,3,1,-1,2,2,5,4,2,3,3,17,2,1
1845,1,4,5,4,5,3,4,5,2,4,3,1,3,5,4,3,3,3,1,4,5,2,3,3,1,1,3,5,4,5,3,1,31,1,1
1846,-1,4,5,1,3,2,3,3,3,3,2,1,3,5,-1,2,3,2,1,4,3,3,2,1,0,3,2,5,2,3,0,1,17,1,1
1847,3,1,5,3,3,1,3,4,1,4,2,4,4,5,0,1,5,3,4,0,5,3,2,2,4,3,2,4,4,3,4,3,25,1,1
1848,-1,1,3,2,4,1,3,1,2,4,1,2,3,4,-1,2,4,3,2,3,3,-1,2,1,1,1,3,-2,3,1,1,2,42,2,1
1849,1,3,4,2,5,2,3,4,4,3,3,2,5,5,1,2,4,3,4,2,4,4,3,3,2,4,3,5,2,5,1,3,22,1,1
1850,4,1,4,4,5,3,3,5,0,1,1,2,5,5,0,3,4,3,-1,2,0,1,0,0,0,3,3,5,2,3,4,4,25,1,1
1851,1,3,5,3,5,3,1,3,3,3,1,3,5,5,-1,1,5,3,1,3,5,3,3,3,-1,3,1,5,1,3,3,1,25,1,1
1852,2,1,3,3,4,4,2,3,3,4,3,2,2,5,1,3,5,5,4,3,3,3,1,1,-1,3,2,2,5,2,4,4,53,2,1
1853,1,5,3,2,3,4,3,4,2,2,2,2,4,5,1,3,3,1,0,4,4,1,1,3,4,3,3,4,2,2,2,1,18,1,2
1854,2,2,4,4,5,3,3,4,3,-1,3,1,2,4,1,2,3,2,-1,3,2,3,0,3,-3,4,3,5,3,3,3,2,20,1,1
1855,0,0,3,2,3,3,3,4,-5,4,3,2,4,5,0,2,2,2,3,3,4,0,2,2,2,2,0,4,3,2,2,0,23,1,2
1856,1,3,3,1,5,5,3,5,5,5,3,3,5,3,-3,-1,3,1,5,1,3,3,3,1,3,3,1,3,1,1,3,1,28,1,1
1857,3,2,4,-1,4,0,2,3,3,2,4,2,4,4,-3,1,2,2,2,1,5,0,2,3,0,1,-1,-1,2,2,-1,2,19,1,2
1858,3,1,5,3,4,2,2,5,4,3,4,2,0,4,0,-1,2,2,0,5,3,0,1,2,0,2,1,5,1,2,2,3,17,1,1
1859,2,2,3,2,4,3,1,3,3,4,4,3,1,3,2,3,5,5,2,4,5,1,2,2,-1,3,1,2,2,3,4,3,51,1,1
1860,3,5,5,3,5,4,4,4,2,1,3,0,3,5,1,2,5,3,4,4,4,1,2,2,-1,4,3,4,4,2,4,5,27,2,1
1861,5,4,4,3,5,3,2,4,5,5,3,1,2,4,0,1,5,4,0,5,2,1,3,4,1,3,4,3,4,3,2,5,32,2,1
1862,-2,0,2,1,2,3,2,1,-1,-2,2,3,4,5,1,2,2,1,-1,3,4,0,1,1,-1,1,-1,2,1,3,2,0,23,1,2
1863,4,4,5,4,5,3,5,5,0,1,3,3,4,4,0,1,3,4,3,5,3,3,1,4,2,4,3,3,5,4,4,3,25,1,1
1864,2,4,3,2,3,4,1,2,2,3,-1,2,3,5,-1,1,5,3,0,2,2,1,1,1,-1,3,2,5,2,2,2,3,16,2,1
1865,2,1,5,4,5,5,3,2,0,1,3,0,1,4,1,3,5,5,3,4,4,2,2,1,2,4,4,5,3,3,4,4,30,2,1
1866,5,4,5,4,5,5,5,5,-1,-1,1,1,5,5,2,3,3,2,1,3,3,3,4,5,0,2,2,3,3,2,3,3,36,2,1
1867,2,2,4,2,5,5,2,2,2,5,2,5,5,5,1,3,5,4,0,5,5,4,2,4,1,5,0,4,3,5,5,5,63,2,1
1868,3,3,4,1,4,5,5,2,5,4,5,3,3,5,1,3,3,1,2,4,5,2,1,2,1,5,3,5,4,3,4,3,20,1,1
1869,3,5,5,4,3,3,2,1,3,2,2,3,2,5,0,3,5,3,-1,4,4,0,1,1,1,2,3,5,2,3,3,4,20,1,1
1870,-2,0,3,2,1,1,2,2,2,1,2,3,1,5,-1,1,3,0,0,2,3,1,0,1,-3,2,0,-1,0,-1,2,0,18,2,2
1871,0,1,3,2,5,3,0,2,0,1,1,4,4,5,-1,2,4,3,0,1,3,5,0,2,-1,2,3,5,1,5,2,2,15,3,1
1872,3,5,4,5,5,4,3,2,3,2,3,5,5,5,0,3,5,2,1,2,5,2,3,2,2,3,4,3,1,0,4,3,21,2,2
1873,3,2,5,2,5,4,3,2,5,5,4,3,2,5,0,3,3,5,3,5,5,3,3,4,2,4,2,5,4,4,4,4,18,1,1
1874,3,4,5,5,5,5,5,5,1,3,3,2,1,4,0,2,5,5,3,5,5,-1,4,5,2,3,4,4,4,3,5,5,39,2,1
1875,0,1,2,4,5,3,1,5,0,1,2,3,4,4,0,3,1,2,-2,1,3,2,1,2,-1,2,2,5,0,1,1,0,23,1,1
1876,2,2,5,4,4,3,2,4,2,2,2,1,4,5,0,3,5,2,2,2,1,1,1,2,2,3,3,3,4,1,4,4,22,2,1
1877,5,5,3,2,3,5,1,3,5,5,5,3,0,3,0,1,3,3,1,2,3,3,3,4,2,3,2,3,5,0,3,3,15,1,1
1878,3,3,4,3,5,5,3,5,5,5,4,5,1,5,0,2,3,4,-1,1,3,3,3,4,1,3,2,4,4,3,4,3,17,1,1
1879,1,3,4,3,5,3,0,5,2,2,2,3,5,5,5,4,3,1,0,3,4,5,1,3,0,3,2,4,1,5,4,1,19,1,1
1880,2,1,3,2,4,3,3,3,2,5,5,3,1,3,1,2,5,3,3,4,4,1,4,3,2,4,3,4,4,3,3,5,36,1,1
1881,3,3,3,5,3,3,1,1,5,3,3,3,4,4,1,3,2,3,1,3,2,0,1,4,3,0,1,5,4,2,4,4,24,2,2
1882,4,4,4,2,5,4,1,4,5,4,2,2,1,4,3,0,5,3,5,2,3,4,4,1,2,1,3,4,4,2,4,4,19,2,1
1883,3,1,5,2,5,3,3,3,5,5,-1,1,3,5,1,3,3,3,1,3,1,3,3,1,-1,5,3,5,3,1,1,3,26,3,1
1884,1,1,3,2,3,4,2,0,2,2,2,1,1,5,1,1,4,1,1,0,0,1,2,2,1,1,3,0,1,2,3,4,20,2,2
1885,2,5,5,5,5,0,2,3,-1,1,3,1,2,4,-1,2,5,5,4,4,5,-1,3,2,1,4,3,4,3,2,5,4,30,2,1
1886,3,3,3,5,5,5,4,1,3,5,3,3,0,4,0,0,5,3,3,3,5,0,4,5,-1,3,3,1,5,2,5,5,77,2,1
1887,0,0,3,0,0,2,1,1,5,5,4,3,1,5,1,2,3,0,0,2,4,3,2,0,-1,2,1,4,5,1,1,0,16,1,2
1888,3,5,5,4,5,4,3,5,4,4,2,4,5,5,3,5,5,5,3,5,5,4,3,5,4,5,3,5,4,5,4,2,28,1,1
1889,1,1,3,1,5,3,3,1,3,5,5,3,3,3,-1,1,3,1,1,1,5,3,1,3,1,1,1,1,1,3,1,1,35,1,1
1890,1,3,5,-1,5,5,3,1,1,5,3,2,-1,5,-1,1,5,1,1,1,1,1,5,3,-1,3,1,5,1,1,3,-1,16,1,2
1891,4,3,5,4,5,4,3,3,2,3,2,2,3,4,1,0,5,4,1,4,4,2,2,0,3,2,3,5,2,3,5,4,17,2,1
1892,3,3,5,4,5,4,2,1,3,3,3,4,1,5,2,1,5,3,1,5,3,-1,2,5,1,3,3,3,3,2,4,3,19,2,1
1893,3,2,3,4,3,2,3,4,0,3,1,2,4,5,0,0,5,3,2,4,2,1,1,3,2,2,3,4,3,1,3,4,32,2,2
1894,1,5,4,4,5,5,3,5,5,1,5,3,5,3,-1,2,3,3,2,1,5,2,3,4,-1,3,3,3,3,1,3,3,22,1,1
1895,0,2,4,0,1,4,3,2,1,1,2,1,3,5,1,3,3,2,1,3,3,2,1,3,0,3,2,5,1,4,4,2,20,1,1
1896,1,3,1,3,5,3,3,1,3,5,3,5,3,5,-1,1,5,3,5,3,2,3,3,1,1,1,5,1,3,-1,5,3,60,2,1
1897,0,3,5,3,5,3,3,4,0,0,3,1,1,3,0,0,1,2,0,1,2,0,1,3,-2,1,2,4,2,3,3,3,18,2,1
1898,0,-1,1,3,5,1,3,1,1,4,3,5,3,5,0,2,4,3,0,1,1,-1,2,2,0,0,1,0,3,2,4,0,17,2,2
1899,1,1,5,2,4,3,3,1,1,3,3,5,3,4,0,1,5,2,1,4,1,-1,3,1,-1,1,1,2,3,1,5,3,54,2,1
1900,2,4,3,4,5,4,3,2,1,2,1,3,2,5,0,4,3,3,1,2,5,2,2,2,1,3,2,4,3,2,4,0,17,1,2
1901,5,5,5,4,5,4,1,1,5,4,3,2,3,4,-1,1,4,2,1,3,3,1,1,4,3,4,3,4,4,0,3,3,20,2,1
1902,1,1,5,3,4,4,3,3,3,5,4,5,5,5,2,3,4,3,5,3,5,4,1,3,1,2,3,3,2,5,4,4,27,1,2
1903,-1,0,2,3,4,3,2,2,3,5,4,2,5,5,2,3,4,2,2,3,5,3,3,2,-2,4,2,5,2,5,3,1,25,1,2
1904,1,0,3,2,5,2,1,2,3,2,3,1,-2,5,1,2,3,3,0,1,4,5,3,2,1,3,0,4,4,1,3,2,17,1,1
1905,1,3,3,2,3,4,3,1,3,3,2,3,4,5,1,3,4,1,3,4,3,0,1,1,0,3,5,4,1,1,3,2,27,2,2
1906,2,4,4,0,2,0,2,1,0,1,1,2,1,5,1,3,4,3,2,4,4,1,3,1,2,2,0,4,4,3,1,3,14,2,1
1907,1,1,5,5,5,3,3,0,3,3,1,1,1,3,-3,1,0,1,-1,3,3,1,1,1,3,1,1,5,1,3,5,1,17,1,1
1908,3,1,5,3,5,3,4,5,3,1,1,3,1,5,3,1,5,5,5,5,5,5,3,5,-1,4,3,5,5,3,5,1,28,1,1
1909,0,3,4,3,3,2,3,1,3,5,2,3,3,5,1,2,1,0,2,3,3,1,3,-1,1,2,2,2,4,4,4,-1,25,2,2
1910,1,3,5,5,4,5,4,2,3,1,-1,3,5,5,0,1,5,3,2,5,3,2,3,2,0,3,1,4,2,2,5,4,24,2,1
1911,0,4,4,3,5,2,3,5,1,3,1,2,5,5,1,3,3,1,1,3,2,5,2,5,2,2,4,5,3,5,2,3,32,1,1
1912,-1,4,4,4,4,4,3,2,5,4,4,3,3,5,-1,3,4,2,3,2,3,1,3,3,3,4,3,5,1,2,3,1,17,1,1
1913,5,4,4,4,5,4,4,4,3,5,5,5,4,5,1,3,5,4,2,4,5,5,1,5,3,5,3,5,3,4,5,2,26,1,1
1914,1,1,3,5,4,2,-1,1,3,-1,-1,1,3,4,-2,1,3,0,1,2,5,-1,-2,0,0,1,3,5,4,2,1,1,24,2,2
1915,2,3,5,4,4,4,2,3,1,5,3,3,5,5,1,3,5,4,0,4,5,3,0,1,1,5,3,5,3,5,5,3,24,3,1
1916,2,2,4,2,5,4,3,3,4,5,4,5,3,5,5,1,5,4,5,5,5,1,2,5,0,5,3,2,5,4,4,5,49,1,1
1917,3,5,5,5,5,4,2,4,5,5,5,5,3,4,0,1,5,4,5,5,5,3,3,5,2,5,4,3,4,5,4,3,50,1,1
1918,2,1,3,3,5,3,3,4,2,2,2,2,1,4,0,3,3,2,3,4,5,1,4,2,3,4,3,3,4,3,3,2,23,1,1
1919,0,5,2,2,4,5,0,2,3,4,1,1,4,5,0,2,5,3,3,2,5,0,3,1,0,3,3,1,3,3,4,3,39,2,1
1920,1,3,5,2,5,5,1,2,-3,3,1,1,1,5,-1,3,5,3,2,5,5,3,1,3,1,3,3,5,1,1,5,1,23,2,1
1921,0,1,3,1,2,2,1,3,0,5,1,3,4,5,-1,1,5,1,0,1,3,1,1,1,1,2,1,5,1,0,1,0,19,2,2
1922,4,5,4,3,5,3,4,5,4,5,3,3,5,5,2,3,5,5,1,5,4,3,2,4,3,4,1,5,4,5,5,4,20,1,1
1923,1,1,3,1,5,5,3,1,1,1,1,1,3,5,-1,1,1,0,3,-1,3,3,1,1,3,1,1,5,1,1,3,4,17,2,2
1924,1,5,5,3,3,1,1,-1,1,3,3,1,-1,4,0,-1,5,1,1,-1,0,-1,0,-1,3,-1,1,5,1,1,-1,3,17,2,1
1925,1,3,5,1,5,3,3,5,5,5,5,5,5,5,1,1,3,3,5,3,5,3,3,5,-1,5,1,5,1,5,3,5,32,1,2
1926,5,5,5,3,5,4,3,2,5,5,3,3,3,4,0,3,5,5,3,4,1,0,4,3,3,2,4,5,5,3,5,5,18,2,1
1927,4,3,3,3,5,4,4,5,4,3,2,5,5,5,3,3,4,3,1,5,5,5,3,1,1,5,2,5,1,5,4,5,20,1,1
1928,3,3,5,2,4,3,4,4,3,0,1,3,2,4,-1,0,4,3,2,3,5,-1,1,2,1,3,3,4,2,4,0,3,25,1,1
1929,3,4,4,2,4,5,2,2,-3,5,2,3,2,4,0,1,5,5,3,5,5,2,3,1,1,3,3,1,5,3,3,4,31,2,1
1930,1,3,3,3,5,3,4,4,1,3,3,3,5,5,4,3,2,2,2,3,5,4,0,3,1,2,3,5,2,4,2,1,33,1,2
1931,4,5,4,4,5,5,4,5,4,3,3,1,5,5,-1,3,5,4,2,5,4,2,1,5,3,4,2,4,4,2,5,5,29,2,1
1932,3,4,4,2,5,4,2,4,2,4,2,5,5,5,2,4,4,5,1,5,5,5,2,3,0,2,2,5,4,3,3,3,21,1,1
1933,3,1,5,3,4,4,5,5,4,3,2,3,5,5,2,3,4,4,3,4,5,3,2,4,2,4,3,5,3,4,3,3,21,1,1
1934,3,2,4,4,5,5,2,1,4,5,3,4,2,5,2,1,5,3,5,3,2,1,4,3,1,2,3,0,4,1,5,3,55,2,2
1935,2,-1,3,2,4,4,2,0,4,5,5,5,5,5,2,2,4,2,3,2,5,5,3,3,2,3,2,1,1,1,3,-1,54,1,2
1936,3,3,5,5,5,5,5,5,5,5,5,5,4,4,2,0,4,5,5,5,5,3,4,5,-1,5,1,2,3,5,5,3,34,1,1
